Place,Name,Year of birth,Country code,Country,Time,Event
12.,"MIZUNUMA, Naoki",1996,JPN,Japan,51.57,"Men, 100m Butterfly, Prelim, Open"
12.,"SHIELDS, Thomas A",1991,USA,United States,51.57,"Men, 100m Butterfly, Prelim, Open"
14.,"RAMADAN, Youssef Tarek",2002,EGY,Egypt,51.67,"Men, 100m Butterfly, Prelim, Open"
14.,"SZABO, Szebasztian",1996,HUN,Hungary,51.67,"Men, 100m Butterfly, Prelim, Open"
16.,"SUN, Jiajun",2000,CHN,China,51.74,"Men, 100m Butterfly, Prelim, Open"
17.,"BURDISSO, Federico",2001,ITA,Italy,51.82,"Men, 100m Butterfly, Prelim, Open"
18.,"VEKOVISHCHEV, Mikhail",1998,RUS,Russia,51.89,"Men, 100m Butterfly, Prelim, Open"
18.,"LE CLOS, Chad Guy Bertrand",1992,RSA,South Africa,51.89,"Men, 100m Butterfly, Prelim, Open"
20.,"KAWAMOTO, Takeshi",1995,JPN,Japan,51.93,"Men, 100m Butterfly, Prelim, Open"
21.,"FRANKEL, Tomer",2000,ISR,Israel,51.99,"Men, 100m Butterfly, Prelim, Open"
22.,"KORZENIOWSKI, Pawel",1985,POL,Poland,52.0,"Men, 100m Butterfly, Prelim, Open"
23.,"KUSCH, Marius",1993,GER,Germany,52.05,"Men, 100m Butterfly, Prelim, Open"
24.,"PETERS, Jacob",2000,GBR,Great Britain,52.07,"Men, 100m Butterfly, Prelim, Open"
24.,"GRASSI, Santiago",1996,ARG,Argentina,52.07,"Men, 100m Butterfly, Prelim, Open"
26.,"LANZA, Vinicius M",1997,BRA,Brazil,52.08,"Men, 100m Butterfly, Prelim, Open"
27.,"ZENIMOTO HVAS, Tomoe",2000,NOR,Norway,52.22,"Men, 100m Butterfly, Prelim, Open"
28.,"CROENEN, Louis",1994,BEL,Belgium,52.23,"Men, 100m Butterfly, Prelim, Open"
29.,"IVANOV, Antani A",1999,BUL,Bulgaria,52.25,"Men, 100m Butterfly, Prelim, Open"
30.,"MORGAN, David",1994,AUS,Australia,52.31,"Men, 100m Butterfly, Prelim, Open"
31.,"CONDORELLI, Santo",1995,ITA,Italy,52.32,"Men, 100m Butterfly, Prelim, Open"
32.,"SATES, Matthew E",2003,RSA,South Africa,52.34,"Men, 100m Butterfly, Prelim, Open"
33.,"CARTER, Dylan",1996,TTO,Trinidad &Tobago,52.36,"Men, 100m Butterfly, Prelim, Open"
34.,"ZHENG WEN, Quah",1996,SGP,Singapore,52.39,"Men, 100m Butterfly, Prelim, Open"
35.,"KUAN-HUNG, Wang",2002,TPE,Chinese Taipei,52.44,"Men, 100m Butterfly, Prelim, Open"
35.,"GURES, Umitcan",1999,TUR,Turkiye,52.44,"Men, 100m Butterfly, Prelim, Open"
37.,"BUCHER, Simon",2000,AUT,Austria,52.52,"Men, 100m Butterfly, Prelim, Open"
37.,"RYAN, Shane",1994,IRL,Ireland,52.52,"Men, 100m Butterfly, Prelim, Open"
37.,"SEFL, Jan",1990,CZE,Czechia,52.52,"Men, 100m Butterfly, Prelim, Open"
40.,"MILJENIC, Nikola",1998,CRO,Croatia,52.68,"Men, 100m Butterfly, Prelim, Open"
41.,"ZIRK, Kregor",1999,EST,Estonia,52.82,"Men, 100m Butterfly, Prelim, Open"
42.,"TSURKIN, Yauhen",1990,BLR,Belarus,52.9,"Men, 100m Butterfly, Prelim, Open"
43.,"GONCHE, Matheus F M",1999,BRA,Brazil,53.02,"Men, 100m Butterfly, Prelim, Open"
44.,"SCHOOLING, Joseph",1995,SGP,Singapore,53.12,"Men, 100m Butterfly, Prelim, Open"
45.,"JACKSON, Abeiku Gyakye",2000,GHA,Ghana,53.39,"Men, 100m Butterfly, Prelim, Open"
46.,"PRAKASH, Sajan",1993,IND,India,53.45,"Men, 100m Butterfly, Prelim, Open"
47.,"MOON, Seungwoo",2002,KOR,Korea,53.59,"Men, 100m Butterfly, Prelim, Open"
48.,"QALI, Abbas",1992,KUW,Kuwait,53.62,"Men, 100m Butterfly, Prelim, Open"
49.,"AIMABLE, Steven",1999,SEN,Senegal,53.64,"Men, 100m Butterfly, Prelim, Open"
50.,"WONGCHAROEN, Navaphat",1997,THA,Thailand,54.36,"Men, 100m Butterfly, Prelim, Open"
51.,"VINCENT, Davidson",2001,HAI,Haiti,54.81,"Men, 100m Butterfly, Prelim, Open"
51.,"HOCKIN, Benjamin Thomas",1986,PAR,Paraguay,54.81,"Men, 100m Butterfly, Prelim, Open"
53.,"MARTIN, Daniel Cristian",2000,ROU,Romania,55.09,"Men, 100m Butterfly, Prelim, Open"
54.,"GORDO, Salvador Vieira",2003,ANG,Angola,55.96,"Men, 100m Butterfly, Prelim, Open"
55.,"BU ARISH, Yousif H",2000,KSA,Saudi Arabia,56.29,"Men, 100m Butterfly, Prelim, Open"
DSQ,"AHMED ALI YUSUF, Abdulla Essa",2002,BRN,Bahrain,58.83,"Men, 100m Butterfly, Prelim, Open"
1.0,"MILAK, Kristof",2000,HUN,Hungary,1:51.25,"Men, 200m Butterfly, Final, Open"
2.0,"HONDA, Tomoru",2001,JPN,Japan,1:53.73,"Men, 200m Butterfly, Final, Open"
3.0,"BURDISSO, Federico",2001,ITA,Italy,1:54.45,"Men, 200m Butterfly, Final, Open"
4.0,"KENDERESI, Tamas",1996,HUN,Hungary,1:54.52,"Men, 200m Butterfly, Final, Open"
5.0,"LE CLOS, Chad Guy Bertrand",1992,RSA,South Africa,1:54.93,"Men, 200m Butterfly, Final, Open"
6.0,"DE DEUS, Leonardo",1991,BRA,Brazil,1:55.19,"Men, 200m Butterfly, Final, Open"
7.0,"BENTZ, Gunnar",1996,USA,United States,1:55.46,"Men, 200m Butterfly, Final, Open"
8.0,"CHMIELEWSKI, Krzysztof",2004,POL,Poland,1:55.88,"Men, 200m Butterfly, Final, Open"
1.0,"MILAK, Kristof",2000,HUN,Hungary,1:52.22,"Men, 200m Butterfly, Semifinal, Open"
2.0,"DE DEUS, Leonardo",1991,BRA,Brazil,1:54.97,"Men, 200m Butterfly, Semifinal, Open"
3.0,"LE CLOS, Chad Guy Bertrand",1992,RSA,South Africa,1:55.06,"Men, 200m Butterfly, Semifinal, Open"
4.0,"BURDISSO, Federico",2001,ITA,Italy,1:55.11,"Men, 200m Butterfly, Semifinal, Open"
5.0,"KENDERESI, Tamas",1996,HUN,Hungary,1:55.17,"Men, 200m Butterfly, Semifinal, Open"
6.0,"BENTZ, Gunnar",1996,USA,United States,1:55.28,"Men, 200m Butterfly, Semifinal, Open"
7.0,"CHMIELEWSKI, Krzysztof",2004,POL,Poland,1:55.29,"Men, 200m Butterfly, Semifinal, Open"
8.0,"HONDA, Tomoru",2001,JPN,Japan,1:55.31,"Men, 200m Butterfly, Semifinal, Open"
9.0,"HARTING, Zach",1997,USA,United States,1:55.35,"Men, 200m Butterfly, Semifinal, Open"
10.0,"PONTI, Noe",2001,SUI,Switzerland,1:55.37,"Men, 200m Butterfly, Semifinal, Open"
11.0,"SETO, Daiya",1994,JPN,Japan,1:55.50,"Men, 200m Butterfly, Semifinal, Open"
12.0,"KUDASHEV, Alexander",1995,RUS,Russia,1:55.51,"Men, 200m Butterfly, Semifinal, Open"
13.0,"KUAN-HUNG, Wang",2002,TPE,Chinese Taipei,1:55.52,"Men, 200m Butterfly, Semifinal, Open"
14.0,"MARCHAND, Leon",2002,FRA,France,1:55.68,"Men, 200m Butterfly, Semifinal, Open"
15.0,"CARINI, Giacomo",1997,ITA,Italy,1:55.95,"Men, 200m Butterfly, Semifinal, Open"
16.0,"CROENEN, Louis",1994,BEL,Belgium,1:56.67,"Men, 200m Butterfly, Semifinal, Open"
1.0,"MILAK, Kristof",2000,HUN,Hungary,1:53.58,"Men, 200m Butterfly, Prelim, Open"
2.0,"KUAN-HUNG, Wang",2002,TPE,Chinese Taipei,1:54.44,"Men, 200m Butterfly, Prelim, Open"
3.0,"DE DEUS, Leonardo",1991,BRA,Brazil,1:54.83,"Men, 200m Butterfly, Prelim, Open"
4.0,"HARTING, Zach",1997,USA,United States,1:54.92,"Men, 200m Butterfly, Prelim, Open"
5.0,"PONTI, Noe",2001,SUI,Switzerland,1:55.05,"Men, 200m Butterfly, Prelim, Open"
6.0,"HONDA, Tomoru",2001,JPN,Japan,1:55.10,"Men, 200m Butterfly, Prelim, Open"
7.0,"BURDISSO, Federico",2001,ITA,Italy,1:55.14,"Men, 200m Butterfly, Prelim, Open"
8.0,"KENDERESI, Tamas",1996,HUN,Hungary,1:55.18,"Men, 200m Butterfly, Prelim, Open"
9.0,"SETO, Daiya",1994,JPN,Japan,1:55.26,"Men, 200m Butterfly, Prelim, Open"
10.0,"CARINI, Giacomo",1997,ITA,Italy,1:55.33,"Men, 200m Butterfly, Prelim, Open"
11.0,"BENTZ, Gunnar",1996,USA,United States,1:55.46,"Men, 200m Butterfly, Prelim, Open"
12.0,"KUDASHEV, Alexander",1995,RUS,Russia,1:55.54,"Men, 200m Butterfly, Prelim, Open"
13.0,"CHMIELEWSKI, Krzysztof",2004,POL,Poland,1:55.77,"Men, 200m Butterfly, Prelim, Open"
14.0,"CROENEN, Louis",1994,BEL,Belgium,1:55.78,"Men, 200m Butterfly, Prelim, Open"
15.0,"MARCHAND, Leon",2002,FRA,France,1:55.85,"Men, 200m Butterfly, Prelim, Open"
16.0,"LE CLOS, Chad Guy Bertrand",1992,RSA,South Africa,1:55.96,"Men, 200m Butterfly, Prelim, Open"
17.0,"THOMASBERGER, David",1996,GER,Germany,1:56.04,"Men, 200m Butterfly, Prelim, Open"
18.0,"TEMPLE, Matthew",1999,AUS,Australia,1:56.25,"Men, 200m Butterfly, Prelim, Open"
19.0,"ZENIMOTO HVAS, Tomoe",2000,NOR,Norway,1:56.30,"Men, 200m Butterfly, Prelim, Open"
20.0,"IVANOV, Antani A",1999,BUL,Bulgaria,1:56.36,"Men, 200m Butterfly, Prelim, Open"
21.0,"KESIL', Denys",2000,UKR,Ukraine,1:56.37,"Men, 200m Butterfly, Prelim, Open"
22.0,"ZHENG WEN, Quah",1996,SGP,Singapore,1:56.42,"Men, 200m Butterfly, Prelim, Open"
23.0,"HYLAND, Brendan",1994,IRL,Ireland,1:57.09,"Men, 200m Butterfly, Prelim, Open"
24.0,"PRAKASH, Sajan",1993,IND,India,1:57.22,"Men, 200m Butterfly, Prelim, Open"
25.0,"ZIRK, Kregor",1999,EST,Estonia,1:57.26,"Men, 200m Butterfly, Prelim, Open"
26.0,"SANCOV, Alexei",1999,MDA,Moldova,1:57.55,"Men, 200m Butterfly, Prelim, Open"
27.0,"MAJERSKI, Jakub",2000,POL,Poland,1:57.91,"Men, 200m Butterfly, Prelim, Open"
28.0,"MOON, Seungwoo",2002,KOR,Korea,1:58.09,"Men, 200m Butterfly, Prelim, Open"
29.0,"TROYANOVS'KYY, Igor",2002,UKR,Ukraine,1:58.37,"Men, 200m Butterfly, Prelim, Open"
30.0,"DU PREEZ, Ethan M",2003,RSA,South Africa,1:58.50,"Men, 200m Butterfly, Prelim, Open"
31.0,"VEGA TORRES, Luis Emigdio",1998,CUB,Cuba,1:59.00,"Men, 200m Butterfly, Prelim, Open"
32.0,"KELZI, Ayman",1993,SYR,Syria,1:59.57,"Men, 200m Butterfly, Prelim, Open"
33.0,"BALSINI, Matin",2000,IRI,I. R. Iran,1:59.97,"Men, 200m Butterfly, Prelim, Open"
34.0,"DOLS, Keanan M",1998,JAM,Jamaica,2:00.25,"Men, 200m Butterfly, Prelim, Open"
35.0,"MORGAN, David",1994,AUS,Australia,2:00.27,"Men, 200m Butterfly, Prelim, Open"
36.0,"WONGCHAROEN, Navaphat",1997,THA,Thailand,2:01.43,"Men, 200m Butterfly, Prelim, Open"
37.0,"NAGY, Richard",1993,SVK,Slovakia,2:01.91,"Men, 200m Butterfly, Prelim, Open"
38.0,"BACHMANN, Simon",1999,SEY,Seychelles,2:03.54,"Men, 200m Butterfly, Prelim, Open"
1.0,"WANG, Shun",1994,CHN,China,1:55.00,"Men, 200m Medley, Final, Open"
2.0,"SCOTT, Duncan W",1997,GBR,Great Britain,1:55.28,"Men, 200m Medley, Final, Open"
3.0,"DESPLANCHES, Jeremy",1994,SUI,Switzerland,1:56.17,"Men, 200m Medley, Final, Open"
4.0,"SETO, Daiya",1994,JPN,Japan,1:56.22,"Men, 200m Medley, Final, Open"
5.0,"ANDREW, Michael C",1999,USA,United States,1:57.31,"Men, 200m Medley, Final, Open"
6.0,"HAGINO, Kosuke",1994,JPN,Japan,1:57.49,"Men, 200m Medley, Final, Open"
7.0,"CSEH, Laszlo",1985,HUN,Hungary,1:57.68,"Men, 200m Medley, Final, Open"
8.0,"CLAREBURT, Lewis",1999,NZL,New Zealand,1:57.70,"Men, 200m Medley, Final, Open"
1.0,"WANG, Shun",1994,CHN,China,1:56.22,"Men, 200m Medley, Semifinal, Open"
2.0,"SCOTT, Duncan W",1997,GBR,Great Britain,1:56.69,"Men, 200m Medley, Semifinal, Open"
3.0,"SETO, Daiya",1994,JPN,Japan,1:56.86,"Men, 200m Medley, Semifinal, Open"
4.0,"ANDREW, Michael C",1999,USA,United States,1:57.08,"Men, 200m Medley, Semifinal, Open"
5.0,"DESPLANCHES, Jeremy",1994,SUI,Switzerland,1:57.38,"Men, 200m Medley, Semifinal, Open"
6.0,"HAGINO, Kosuke",1994,JPN,Japan,1:57.47,"Men, 200m Medley, Semifinal, Open"
7.0,"CLAREBURT, Lewis",1999,NZL,New Zealand,1:57.55,"Men, 200m Medley, Semifinal, Open"
8.0,"CSEH, Laszlo",1985,HUN,Hungary,1:57.64,"Men, 200m Medley, Semifinal, Open"
9.0,"RAZZETTI, Alberto",1999,ITA,Italy,1:57.70,"Men, 200m Medley, Semifinal, Open"
10.0,"LARKIN, Mitchell",1993,AUS,Australia,1:57.80,"Men, 200m Medley, Semifinal, Open"
11.0,"GONZALEZ DE OLIVEIRA, Hugo",1999,ESP,Spain,1:57.96,"Men, 200m Medley, Semifinal, Open"
12.0,"KALISZ, Chase T",1994,USA,United States,1:58.03,"Men, 200m Medley, Semifinal, Open"
13.0,"HEINTZ, Philip",1991,GER,Germany,1:58.13,"Men, 200m Medley, Semifinal, Open"
14.0,"SATES, Matthew E",2003,RSA,South Africa,1:58.75,"Men, 200m Medley, Semifinal, Open"
15.0,"ZHILKIN, Andrey",1995,RUS,Russia,1:59.05,"Men, 200m Medley, Semifinal, Open"
16.0,"ZENIMOTO HVAS, Tomoe",2000,NOR,Norway,2:00.21,"Men, 200m Medley, Semifinal, Open"
1.0,"ANDREW, Michael C",1999,USA,United States,1:56.40,"Men, 200m Medley, Prelim, Open"
2.0,"DESPLANCHES, Jeremy",1994,SUI,Switzerland,1:56.89,"Men, 200m Medley, Prelim, Open"
3.0,"CLAREBURT, Lewis",1999,NZL,New Zealand,1:57.27,"Men, 200m Medley, Prelim, Open"
4.0,"KALISZ, Chase T",1994,USA,United States,1:57.38,"Men, 200m Medley, Prelim, Open"
5.0,"SCOTT, Duncan W",1997,GBR,Great Britain,1:57.39,"Men, 200m Medley, Prelim, Open"
5.0,"HAGINO, Kosuke",1994,JPN,Japan,1:57.39,"Men, 200m Medley, Prelim, Open"
7.0,"WANG, Shun",1994,CHN,China,1:57.42,"Men, 200m Medley, Prelim, Open"
8.0,"RAZZETTI, Alberto",1999,ITA,Italy,1:57.46,"Men, 200m Medley, Prelim, Open"
9.0,"LARKIN, Mitchell",1993,AUS,Australia,1:57.50,"Men, 200m Medley, Prelim, Open"
10.0,"CSEH, Laszlo",1985,HUN,Hungary,1:57.51,"Men, 200m Medley, Prelim, Open"
11.0,"GONZALEZ DE OLIVEIRA, Hugo",1999,ESP,Spain,1:57.61,"Men, 200m Medley, Prelim, Open"
12.0,"ZENIMOTO HVAS, Tomoe",2000,NOR,Norway,1:57.64,"Men, 200m Medley, Prelim, Open"
13.0,"HEINTZ, Philip",1991,GER,Germany,1:57.72,"Men, 200m Medley, Prelim, Open"
14.0,"ZHILKIN, Andrey",1995,RUS,Russia,1:57.94,"Men, 200m Medley, Prelim, Open"
15.0,"SATES, Matthew E",2003,RSA,South Africa,1:58.08,"Men, 200m Medley, Prelim, Open"
16.0,"SETO, Daiya",1994,JPN,Japan,1:58.15,"Men, 200m Medley, Prelim, Open"
17.0,"KNOX, Finlay",2001,CAN,Canada,1:58.29,"Men, 200m Medley, Prelim, Open"
18.0,"MARCHAND, Leon",2002,FRA,France,1:58.30,"Men, 200m Medley, Prelim, Open"
19.0,"PUMPUTIS, Caio Rodrigues",1999,BRA,Brazil,1:58.36,"Men, 200m Medley, Prelim, Open"
20.0,"KOS, Hubert",2003,HUN,Hungary,1:58.47,"Men, 200m Medley, Prelim, Open"
21.0,"LOPES, Gabriel Jose",1997,POR,Portugal,1:58.56,"Men, 200m Medley, Prelim, Open"
22.0,"SMITH, Brendon",2000,AUS,Australia,1:58.57,"Men, 200m Medley, Prelim, Open"
23.0,"HEIDTMANN, Jacob",1994,GER,Germany,1:58.80,"Men, 200m Medley, Prelim, Open"
24.0,"VAZAIOS, Andreas",1994,GRE,Greece,1:58.84,"Men, 200m Medley, Prelim, Open"
25.0,"LANZA, Vinicius M",1997,BRA,Brazil,1:58.92,"Men, 200m Medley, Prelim, Open"
26.0,"QIN, Haiyang",1999,CHN,China,1:58.95,"Men, 200m Medley, Prelim, Open"
26.0,"POLONSKY, Ron",2001,ISR,Israel,1:58.95,"Men, 200m Medley, Prelim, Open"
28.0,"SANTOS, Alexis Manacas",1992,POR,Portugal,1:59.32,"Men, 200m Medley, Prelim, Open"
29.0,"STUPIN, Maxim",2000,RUS,Russia,1:59.39,"Men, 200m Medley, Prelim, Open"
30.0,"COHEN GROUMI, Gal",2002,ISR,Israel,1:59.44,"Men, 200m Medley, Prelim, Open"
30.0,"KNIPPING, Arjan",1994,NED,Netherlands,1:59.44,"Men, 200m Medley, Prelim, Open"
32.0,"REITSHAMMER, Bernhard",1994,AUT,Austria,1:59.56,"Men, 200m Medley, Prelim, Open"
33.0,"RAPSYS, Danas",1995,LTU,Lithuania,1:59.90,"Men, 200m Medley, Prelim, Open"
34.0,"LITCHFIELD, Joe",1998,GBR,Great Britain,2:00.11,"Men, 200m Medley, Prelim, Open"
35.0,"PAPASTAMOS, Apostolos",2001,GRE,Greece,2:00.38,"Men, 200m Medley, Prelim, Open"
36.0,"PERIBONIO, Tomas A",1996,ECU,Ecuador,2:00.62,"Men, 200m Medley, Prelim, Open"
37.0,"WANG, Hsing-Hao",1999,TPE,Chinese Taipei,2:00.72,"Men, 200m Medley, Prelim, Open"
38.0,"MARTINEZ GOMEZ, Jose Angel",1997,MEX,Mexico,2:01.34,"Men, 200m Medley, Prelim, Open"
39.0,"ARROYO, Jarod A",2001,PUR,Puerto Rico,2:01.92,"Men, 200m Medley, Prelim, Open"
40.0,"CHRISTIANSON, Bernhard T",2001,PAN,Panama,2:02.70,"Men, 200m Medley, Prelim, Open"
41.0,"KABBARA, Munzer Mark",2002,LBN,Lebanon,2:03.08,"Men, 200m Medley, Prelim, Open"
42.0,"STACCHIOTTI, Raphael",1992,LUX,Luxembourg,2:03.17,"Men, 200m Medley, Prelim, Open"
43.0,"DOLS, Keanan M",1998,JAM,Jamaica,2:04.29,"Men, 200m Medley, Prelim, Open"
44.0,"MEIER, Christoph",1993,LIE,Liechtenstein,2:04.34,"Men, 200m Medley, Prelim, Open"
45.0,"LIMTIACO, Tasi",1994,FSM,Micronesia,2:07.69,"Men, 200m Medley, Prelim, Open"
1.0,"KALISZ, Chase T",1994,USA,United States,4:09.42,"Men, 400m Medley, Final, Open"
2.0,"LITHERLAND, Jay Y",1995,USA,United States,4:10.28,"Men, 400m Medley, Final, Open"
3.0,"SMITH, Brendon",2000,AUS,Australia,4:10.38,"Men, 400m Medley, Final, Open"
4.0,"LITCHFIELD, Max",1995,GBR,Great Britain,4:10.59,"Men, 400m Medley, Final, Open"
4.0,"VERRASZTO, David",1988,HUN,Hungary,4:10.59,"Men, 400m Medley, Final, Open"
6.0,"MARCHAND, Leon",2002,FRA,France,4:11.16,"Men, 400m Medley, Final, Open"
7.0,"CLAREBURT, Lewis",1999,NZL,New Zealand,4:11.22,"Men, 400m Medley, Final, Open"
8.0,"RAZZETTI, Alberto",1999,ITA,Italy,4:11.32,"Men, 400m Medley, Final, Open"
1.0,"SMITH, Brendon",2000,AUS,Australia,4:09.27,"Men, 400m Medley, Prelim, Open"
2.0,"CLAREBURT, Lewis",1999,NZL,New Zealand,4:09.49,"Men, 400m Medley, Prelim, Open"
3.0,"KALISZ, Chase T",1994,USA,United States,4:09.65,"Men, 400m Medley, Prelim, Open"
4.0,"VERRASZTO, David",1988,HUN,Hungary,4:09.80,"Men, 400m Medley, Prelim, Open"
5.0,"LITHERLAND, Jay Y",1995,USA,United States,4:09.91,"Men, 400m Medley, Prelim, Open"
5.0,"RAZZETTI, Alberto",1999,ITA,Italy,4:09.91,"Men, 400m Medley, Prelim, Open"
7.0,"MARCHAND, Leon",2002,FRA,France,4:10.09,"Men, 400m Medley, Prelim, Open"
8.0,"LITCHFIELD, Max",1995,GBR,Great Britain,4:10.20,"Men, 400m Medley, Prelim, Open"
9.0,"SETO, Daiya",1994,JPN,Japan,4:10.52,"Men, 400m Medley, Prelim, Open"
10.0,"WANG, Shun",1994,CHN,China,4:10.63,"Men, 400m Medley, Prelim, Open"
11.0,"IKARI, Yuuki",2000,JPN,Japan,4:12.08,"Men, 400m Medley, Prelim, Open"
12.0,"HEIDTMANN, Jacob",1994,GER,Germany,4:12.09,"Men, 400m Medley, Prelim, Open"
13.0,"BERNEK, Peter",1992,HUN,Hungary,4:12.38,"Men, 400m Medley, Prelim, Open"
14.0,"PAPASTAMOS, Apostolos",2001,GRE,Greece,4:12.50,"Men, 400m Medley, Prelim, Open"
15.0,"PONS RAMON, Joan Lluis",1996,ESP,Spain,4:12.67,"Men, 400m Medley, Prelim, Open"
16.0,"LEE, Se-Bom",2001,AUS,Australia,4:15.76,"Men, 400m Medley, Prelim, Open"
17.0,"KNIPPING, Arjan",1994,NED,Netherlands,4:15.83,"Men, 400m Medley, Prelim, Open"
18.0,"STUPIN, Maxim",2000,RUS,Russia,4:16.21,"Men, 400m Medley, Prelim, Open"
19.0,"MATTEAZZI, Pier Andrea",1997,ITA,Italy,4:16.31,"Men, 400m Medley, Prelim, Open"
20.0,"LOPES, Jose Paulo",2000,POR,Portugal,4:16.52,"Men, 400m Medley, Prelim, Open"
21.0,"WILLIAMS, Brodie",1999,GBR,Great Britain,4:17.27,"Men, 400m Medley, Prelim, Open"
22.0,"ARROYO, Jarod A",2001,PUR,Puerto Rico,4:17.46,"Men, 400m Medley, Prelim, Open"
23.0,"NAGY, Richard",1993,SVK,Slovakia,4:18.29,"Men, 400m Medley, Prelim, Open"
24.0,"PERIBONIO, Tomas A",1996,ECU,Ecuador,4:18.73,"Men, 400m Medley, Prelim, Open"
25.0,"WANG, Hsing-Hao",1999,TPE,Chinese Taipei,4:19.06,"Men, 400m Medley, Prelim, Open"
26.0,"SHEMBEREV, Maksym",1993,AZE,Azerbaijan,4:19.40,"Men, 400m Medley, Prelim, Open"
27.0,"POLONSKY, Ron",2001,ISR,Israel,4:21.50,"Men, 400m Medley, Prelim, Open"
28.0,"MEIER, Christoph",1993,LIE,Liechtenstein,4:25.17,"Men, 400m Medley, Prelim, Open"
29.0,"VEGA TORRES, Luis Emigdio",1998,CUB,Cuba,4:27.65,"Men, 400m Medley, Prelim, Open"
